139.19,135.75,0.9819960901599760
138.5,136.19,0.9804984607791450
138.13,134.5,0.9802670958185390
137.5,135.38,0.9782011441033960
138.88,133.69,0.9752990704028820
132.13,126.06,0.9675865981117540
129.75,126.87,0.9675082971922110
128.5,123.5,0.9636801404836100
125.44,122.62,0.9624399587196960
125.12,122.75,0.9623844816290560
126.5,123.56,0.9615007729973930
128.69,125.81,0.9591567353952830
126.62,124.62,0.9776738747439900
126.69,124.37,0.9783423006715560
126,121.81,0.9795238639226300
123.12,118.19,0.9805925440791580
121.87,118.06,0.9832188414769910
124,117.56,0.9796598649299700
127,121,0.9758993430891440
124.44,121.12,0.9735179726086800
122.5,118.94,0.9704997683460010
123.75,119.81,0.9656284571769230
123.81,121,0.9553451160914730
124.5,122,0.9361819221968540
127.87,124.5,0.8782125747224650
128.56,126.56,0.8982719217727120
129.63,123.5,0.8477723464095960
124.87,121.25,0.8546377589244040
124.37,121.06,0.8572871327351020
124.87,122.31,0.8585528871548040
123.62,121,0.8526022957921970
124.06,120.87,0.8292629229925110
125.87,122.06,0.8294469606129980
125.19,122.75,0.8190212269209530
125.62,122.69,0.8191577970270310
126,122.87,0.8132742438973340
128.5,125.5,0.8118086128565220
126.75,124.25,0.8451960695090540
129.75,128,0.9147140984114960
132.69,128.38,0.9323286922042040
133.94,130.69,0.9488173569229080
136.5,131.63,0.9616254945974570
137.69,134.38,0.9714396824012870
135.56,132,0.9749722214786510
133.56,131.94,0.9725790982765770
135,131.94,0.9766180777342920
132.38,129.56,0.9873289956355020
131.44,123.75,0.9621423713797460
130.88,126,0.9561111788043280
129.63,126.25,0.9538925936199330
127.25,124.37,0.9496547804857550
127.81,121.44,0.9329386834398710
125,120.44,0.9349122391333710
126.81,121.37,0.9350195404239680
124.75,121.69,0.9370998633521060
122.81,120,0.9414383095728230
122.25,119.62,0.9472807230887830
121.06,115.5,0.9572389026417090
120,116.75,0.9658768229512560
123.25,119.06,0.9674312191145570
122.75,119.06,0.9673978992813970
119.19,115.06,0.9691937580390360
115.06,111.06,0.9698138706945130
116.69,113.12,0.9685257570998960
114.87,110,0.9728666378692480
110.87,105,0.9740699834558090
107.25,104.69,0.9773946409583190
108.87,103.87,0.9859156575982320
109,104.69,0.9868010214710570
108.5,105.44,0.9860650762821040
113.06,107,0.9840721831018110
93,89,0.9917556231372550
94.62,92.5,0.9922091139248850
95.12,92.12,0.9933724117160440
96,94.62,0.9926935073704690
95.56,92.81,0.9934630349771790
95.31,94.25,0.9934195189537240
99,96.25,0.9935298892857930
98.81,96.37,0.9935049843553920
96.81,93.69,0.9928126293583000
95.94,93.5,0.9921799215414420
94.44,90,0.9899983601098890
92.94,90.19,0.9895275103398580
93.94,90.5,0.9882614534065030
95.5,92.12,0.9855713950443270
97.06,94.12,0.9854298482919770
97.5,94.87,0.9852191036619460
96.25,93,0.9834218730447970
96.37,93.87,0.9788631710872740
95,93,0.9704655850058130
94.87,92.62,0.9194300540508450
98.25,93.56,0.8681407925170670
105.12,98.37,0.8808536680642600
108.44,104.44,0.9440776152383960
109.87,106,0.9689567658743020
105,101.81,0.9716435818001360
106,104.12,0.9756305746107580
104.94,103.37,0.9745748112805210
104.5,102.12,0.9757768027062840
104.44,102.25,0.9757402824215750
106.31,103.37,0.9771541892863710
112.87,107.94,0.9795131678773640
116.5,112.5,0.9827854278332160
119.19,115.44,0.9859330369551790
121,115.5,0.9874122533690860
122.12,112.25,0.9784753788149660
111.94,107.56,0.9776244828040590
112.75,106.56,0.9745149943245450
110.19,106.87,0.9710356842260290
107.94,104.5,0.9651684328545020
109.69,105.75,0.9548286702701730
111.06,108.62,0.9440773679358460
110.44,107.75,0.9574334358838210
110.12,108.06,0.9540249522022400
110.31,108,0.9517837091130880
110.44,108.19,0.9466458287565880
110,108.12,0.9408225232591590
110.75,109.06,0.9304922072407360
110.5,108.75,0.9156400478034220
110.5,108.56,0.8963662049425160
109.5,106.62,0.8866901149929160
